id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-0700,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Comproportionation,comproportionation,Statement-based MCQ,The statement ‘two oxidation states of an element form an intermediate oxidation state’ refers to,redox couple,comproportionation,basic-medium balancing,acidic-medium balancing,B,comproportionation,"The defining statement matches comproportionation. In addition, it is the reverse pattern of disproportionation.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0701,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Displacement Redox Reaction,displacement redox reaction,Statement-based MCQ,Consider the following statements about displacement redox reaction: I. A more reactive element displaces a less reactive element from a compound. II. Electron transfer does NOT accompany the displacement. Which option is correct?,Only II is correct,Both I and II are correct,Neither I nor II is correct,Only I is correct,D,Only I is correct,Only I is correct. Displacement redox reaction: a more reactive element displaces a less reactive element from a compound. Electron transfer accompanies the displacement.,Difficult,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0702,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Oxidation,oxidation,Reaction/reagent MCQ,Which description best identifies oxidation?,a species that accepts electrons and is reduced,loss of electrons or increase in oxidation number,gain of electrons or decrease in oxidation number,a species that donates electrons and is oxidized,B,loss of electrons or increase in oxidation number,Oxidation is loss of electrons or increase in oxidation number. It occurs at the anode of an electrochemical cell.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0703,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Reduction,reduction,Reaction/reagent MCQ,Which description best identifies reduction?,gain of electrons or decrease in oxidation number,a species that donates electrons and is oxidized,a formal charge assigned by electron-bookkeeping rules,a species that accepts electrons and is reduced,A,gain of electrons or decrease in oxidation number,Reduction is gain of electrons or decrease in oxidation number. It occurs at the cathode of an electrochemical cell.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0704,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Disproportionation,disproportionation,Statement-based MCQ,The statement ‘one element in one species is simultaneously oxidized and reduced’ refers to,basic-medium balancing,disproportionation,half-reaction method,acidic-medium balancing,B,disproportionation,"The defining statement matches disproportionation. In addition, an intermediate oxidation state gives two products with higher and lower states.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0705,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Displacement Redox Reaction,displacement redox reaction,Sequence/match MCQ,Which term–statement pair is correctly matched?,reduction — it causes oxidation of another species,displacement redox reaction — electron transfer accompanies the displacement,oxidation — it occurs at the cathode of an electrochemical cell,oxidizing agent — it occurs at the anode of an electrochemical cell,B,displacement redox reaction — electron transfer accompanies the displacement,The correct match is displacement redox reaction — electron transfer accompanies the displacement. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0706,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Acidic-Medium Balancing,acidic-medium balancing,Sequence/match MCQ,Which term–statement pair is correctly matched?,acidic-medium balancing — charge is balanced by adding electrons,displacement redox reaction — the electron-change factor depends on the specified reaction,combination redox reaction — electron transfer accompanies the displacement,equivalent mass in redox — not every combination reaction is necessarily redox,A,acidic-medium balancing — charge is balanced by adding electrons,The correct match is acidic-medium balancing — charge is balanced by adding electrons. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0707,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Oxidizing Agent,oxidizing agent,Statement-based MCQ,Consider the following statements about oxidizing agent: I. A species that donates electrons and is reduced. II. It causes oxidation of another species. Which option is correct?,Neither I nor II is correct,Only I is correct,Both I and II are correct,Only II is correct,D,Only II is correct,Only II is correct. Oxidizing agent: a species that accepts electrons and is reduced. It causes oxidation of another species.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0708,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Redox Couple,redox couple,Statement-based MCQ,The statement ‘the oxidized and reduced forms of the same species’ refers to,combination redox reaction,auto-redox reaction,displacement redox reaction,redox couple,D,redox couple,"The defining statement matches redox couple. In addition, it is commonly written oxidized form slash reduced form.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0709,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Half-Reaction Method,half-reaction method,Statement-based MCQ,The statement ‘a balancing method that separately balances oxidation and reduction equations’ refers to,redox couple,basic-medium balancing,half-reaction method,equivalent mass in redox,C,half-reaction method,"The defining statement matches half-reaction method. In addition, electrons lost and gained are made equal before addition.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0710,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Kohlrausch Law,Kohlrausch law,Direct recall MCQ,Which description best identifies Kohlrausch law?,mass deposited is proportional to charge passed,charge carried by one mole of electrons,at infinite dilution each ion contributes independently to molar conductivity,a cell converting spontaneous chemical energy into electrical energy,C,at infinite dilution each ion contributes independently to molar conductivity,Kohlrausch law is at infinite dilution each ion contributes independently to molar conductivity. Limiting ionic conductivities are additive.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0711,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Electrolytic Cell,electrolytic cell,Statement-based MCQ,Which statement about electrolytic cell is correct?,at equilibrium the cell potential is zero,the anode is positive,a positive value indicates a spontaneous cell reaction under stated conditions,positive cell potential corresponds to negative Gibbs energy,B,the anode is positive,The anode is positive. Electrolytic cell: a cell driven by an external source for a nonspontaneous reaction.,Easy,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
NEET27-CHEM-0712,NEET-UG,Chemistry,Physical Chemistry,XII,Unit 7: Redox Reactions and Electrochemistry,7,Redox Reactions and Electrochemistry,Redox Reactions and Electrochemistry,Physical Chemistry,Reduction,reduction,Sequence/match MCQ,Which term–statement pair is correctly matched?,comproportionation — the sum equals the overall charge on the species,reduction — it occurs at the cathode of an electrochemical cell,disproportionation — it is the reverse pattern of disproportionation,oxidation number — an intermediate oxidation state gives two products with higher and lower states,B,reduction — it occurs at the cathode of an electrochemical cell,The correct match is reduction — it occurs at the cathode of an electrochemical cell. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition",Redox Reactions and Electrochemistry,,,False,,True,PASS
