id,unit,topic,difficulty,question_type
NEET27-CHEM-1780,17,Nitration Of Phenol,Easy,Direct recall MCQ
NEET27-CHEM-1781,17,Tertiary Alcohol Oxidation,Difficult,Statement-based MCQ
NEET27-CHEM-1782,17,Nitration Of Phenol,Difficult,Statement-based MCQ
NEET27-CHEM-1783,17,Oxime Formation,Easy,Statement-based MCQ
NEET27-CHEM-1784,17,Grignard Addition To Carbonyl,Easy,Statement-based MCQ
NEET27-CHEM-1785,17,Carboxylic Acid,Easy,Statement-based MCQ
NEET27-CHEM-1786,17,Hydrogen Bonding In Alcohols,Difficult,Statement-based MCQ
NEET27-CHEM-1787,17,Nucleophilic Addition,Difficult,Statement-based MCQ
NEET27-CHEM-1788,17,Phenol Acidity,Difficult,Sequence/match MCQ
NEET27-CHEM-1789,17,Sodium Bisulfite Addition,Difficult,Statement-based MCQ
NEET27-CHEM-1790,17,Phenol,Medium,Sequence/match MCQ
NEET27-CHEM-1791,17,Grignard Addition To Carbonyl,Difficult,Sequence/match MCQ
NEET27-CHEM-1792,17,Cannizzaro Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1793,17,Reimer-Tiemann Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1794,17,Nucleophilic Addition,Difficult,Sequence/match MCQ
NEET27-CHEM-1795,17,Aldehyde,Medium,Sequence/match MCQ
NEET27-CHEM-1796,17,Dehydration Of Alcohol,Easy,Direct recall MCQ
NEET27-CHEM-1797,17,Ketone,Medium,Statement-based MCQ
NEET27-CHEM-1798,17,Phenoxide Formation,Easy,Statement-based MCQ
NEET27-CHEM-1799,17,Reimer-Tiemann Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1800,17,Oxidation Of Secondary Alcohol,Difficult,Statement-based MCQ
NEET27-CHEM-1801,17,Ketone,Easy,Statement-based MCQ
NEET27-CHEM-1802,17,Oxidation Of Aldehyde,Difficult,Statement-based MCQ
NEET27-CHEM-1803,17,Reimer-Tiemann Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1804,17,Aldol Condensation,Difficult,Statement-based MCQ
NEET27-CHEM-1805,17,Oxime Formation,Difficult,Sequence/match MCQ
NEET27-CHEM-1806,17,Esterification,Easy,Statement-based MCQ
NEET27-CHEM-1807,17,Bromination Of Phenol,Difficult,Statement-based MCQ
NEET27-CHEM-1808,17,Dehydration Of Alcohol,Difficult,Sequence/match MCQ
NEET27-CHEM-1809,17,Oxidation Of Primary Alcohol,Medium,Reaction/reagent MCQ
NEET27-CHEM-1810,17,Phenol,Difficult,Statement-based MCQ
NEET27-CHEM-1811,17,Oxidation Of Aldehyde,Easy,Reaction/reagent MCQ
NEET27-CHEM-1812,17,Sodium Bisulfite Addition,Medium,Reaction/reagent MCQ
NEET27-CHEM-1813,17,Solubility Of Lower Alcohols,Difficult,Sequence/match MCQ
NEET27-CHEM-1814,17,Cannizzaro Reaction,Medium,Reaction/reagent MCQ
NEET27-CHEM-1815,17,Aldol Condensation,Easy,Statement-based MCQ
NEET27-CHEM-1816,17,Cannizzaro Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1817,17,Aldehyde Reactivity,Difficult,Sequence/match MCQ
NEET27-CHEM-1818,17,Hcn Addition,Medium,Statement-based MCQ
NEET27-CHEM-1819,17,Acidic Dehydration Temperature,Difficult,Statement-based MCQ
NEET27-CHEM-1820,17,Oxidation Of Primary Alcohol,Difficult,Sequence/match MCQ
NEET27-CHEM-1821,17,Bromination Of Phenol,Easy,Direct recall MCQ
NEET27-CHEM-1822,17,Oxidation Of Secondary Alcohol,Medium,Sequence/match MCQ
NEET27-CHEM-1823,17,Nitration Of Phenol,Easy,Statement-based MCQ
NEET27-CHEM-1824,17,Anisole Electrophilic Substitution,Easy,Statement-based MCQ
NEET27-CHEM-1825,17,Ether,Medium,Statement-based MCQ
NEET27-CHEM-1826,17,Wolff-Kishner Reduction,Medium,Reaction/reagent MCQ
NEET27-CHEM-1827,17,Solubility Of Lower Alcohols,Easy,Statement-based MCQ
NEET27-CHEM-1828,17,Oxidation Of Secondary Alcohol,Easy,Statement-based MCQ
NEET27-CHEM-1829,17,Oxidation Of Primary Alcohol,Difficult,Sequence/match MCQ
NEET27-CHEM-1830,17,Reimer-Tiemann Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1831,17,Carboxylic Acid Acidity,Medium,Sequence/match MCQ
NEET27-CHEM-1832,17,Aldehyde Reactivity,Medium,Conceptual/application MCQ
NEET27-CHEM-1833,17,Dehydration Of Alcohol,Easy,Statement-based MCQ
NEET27-CHEM-1834,17,Reduction Of Carbonyl,Difficult,Sequence/match MCQ
NEET27-CHEM-1835,17,Ketone,Difficult,Statement-based MCQ
NEET27-CHEM-1836,17,Oxidation Of Aldehyde,Difficult,Sequence/match MCQ
NEET27-CHEM-1837,17,Solubility Of Lower Alcohols,Medium,Conceptual/application MCQ
NEET27-CHEM-1838,17,Reduction Of Carbonyl,Difficult,Statement-based MCQ
NEET27-CHEM-1839,17,Aldol Condensation,Difficult,Sequence/match MCQ
NEET27-CHEM-1840,17,Cannizzaro Reaction,Medium,Statement-based MCQ
NEET27-CHEM-1841,17,Anisole Electrophilic Substitution,Difficult,Sequence/match MCQ
NEET27-CHEM-1842,17,Nitration Of Phenol,Medium,Sequence/match MCQ
NEET27-CHEM-1843,17,Hydrogen Bonding In Alcohols,Difficult,Statement-based MCQ
NEET27-CHEM-1844,17,Hcn Addition,Easy,Statement-based MCQ
NEET27-CHEM-1845,17,Hydrogen Bonding In Alcohols,Easy,Statement-based MCQ
NEET27-CHEM-1846,17,Clemmensen Reduction,Easy,Statement-based MCQ
NEET27-CHEM-1847,17,Cannizzaro Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1848,17,Acidic Dehydration Temperature,Difficult,Sequence/match MCQ
NEET27-CHEM-1849,17,Grignard Addition To Carbonyl,Difficult,Sequence/match MCQ
NEET27-CHEM-1850,17,Aldol Condensation,Medium,Conceptual/application MCQ
NEET27-CHEM-1851,17,Esterification,Difficult,Statement-based MCQ
NEET27-CHEM-1852,17,Grignard Addition To Carbonyl,Easy,Statement-based MCQ
NEET27-CHEM-1853,17,Carboxylic Acid,Easy,Direct recall MCQ
NEET27-CHEM-1854,17,Williamson Ether Synthesis,Difficult,Sequence/match MCQ
NEET27-CHEM-1855,18,Secondary Amine,Easy,Statement-based MCQ
NEET27-CHEM-1856,18,Reduction Of Nitro Compound,Medium,Sequence/match MCQ
NEET27-CHEM-1857,18,Aniline Basicity,Difficult,Statement-based MCQ
NEET27-CHEM-1858,18,Quaternary Ammonium Salt,Medium,Statement-based MCQ
NEET27-CHEM-1859,18,Nitrous Acid With Primary Aliphatic Amine,Medium,Conceptual/application MCQ
NEET27-CHEM-1860,18,Nitrous Acid With Primary Aliphatic Amine,Easy,Statement-based MCQ
NEET27-CHEM-1861,18,Amine,Easy,Direct recall MCQ
NEET27-CHEM-1862,18,Ethylamine Versus Aniline,Difficult,Statement-based MCQ
NEET27-CHEM-1863,18,Acylation Of Aniline,Easy,Statement-based MCQ
NEET27-CHEM-1864,18,Gabriel Synthesis,Difficult,Statement-based MCQ
NEET27-CHEM-1865,18,Benzene Diazonium Chloride,Easy,Statement-based MCQ
NEET27-CHEM-1866,18,Aniline Bromination,Medium,Sequence/match MCQ
NEET27-CHEM-1867,18,Diazotization,Difficult,Statement-based MCQ
NEET27-CHEM-1868,18,Ammonolysis Of Haloalkane,Easy,Statement-based MCQ
NEET27-CHEM-1869,18,Gabriel Synthesis,Easy,Statement-based MCQ
NEET27-CHEM-1870,18,Amide Basicity,Difficult,Sequence/match MCQ
NEET27-CHEM-1871,18,Azo Coupling,Difficult,Statement-based MCQ
NEET27-CHEM-1872,18,Secondary Amine,Easy,Statement-based MCQ
NEET27-CHEM-1873,18,Gattermann Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1874,18,Nitrous Acid With Primary Aromatic Amine,Medium,Conceptual/application MCQ
NEET27-CHEM-1875,18,Acylation Of Aniline,Medium,Statement-based MCQ
NEET27-CHEM-1876,18,Nitrous Acid With Primary Aliphatic Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1877,18,Secondary Amine,Difficult,Sequence/match MCQ
NEET27-CHEM-1878,18,Basicity Of Amines,Medium,Sequence/match MCQ
NEET27-CHEM-1879,18,Aniline Bromination,Easy,Statement-based MCQ
NEET27-CHEM-1880,18,Diazotization,Easy,Statement-based MCQ
NEET27-CHEM-1881,18,Primary Amine,Easy,Statement-based MCQ
NEET27-CHEM-1882,18,Tertiary Amine,Medium,Statement-based MCQ
NEET27-CHEM-1883,18,Primary Amine,Difficult,Sequence/match MCQ
NEET27-CHEM-1884,18,Balz-Schiemann Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1885,18,Benzene Diazonium Chloride,Medium,Statement-based MCQ
NEET27-CHEM-1886,18,Gattermann Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1887,18,Reduction Of Nitro Compound,Medium,Reaction/reagent MCQ
NEET27-CHEM-1888,18,Balz-Schiemann Reaction,Medium,Reaction/reagent MCQ
NEET27-CHEM-1889,18,Basicity Of Amines,Easy,Statement-based MCQ
NEET27-CHEM-1890,18,Ethylamine Versus Aniline,Medium,Conceptual/application MCQ
NEET27-CHEM-1891,18,Tertiary Amine,Easy,Statement-based MCQ
NEET27-CHEM-1892,18,Ammonolysis Of Haloalkane,Difficult,Statement-based MCQ
NEET27-CHEM-1893,18,Sandmeyer Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1894,18,Hofmann Bromamide Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1895,18,Diazotization,Difficult,Sequence/match MCQ
NEET27-CHEM-1896,18,Ethylamine Versus Aniline,Difficult,Sequence/match MCQ
NEET27-CHEM-1897,18,Reduction Of Nitro Compound,Easy,Statement-based MCQ
NEET27-CHEM-1898,18,Secondary Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1899,18,Hofmann Bromamide Reaction,Medium,Sequence/match MCQ
NEET27-CHEM-1900,18,Benzene Diazonium Chloride,Difficult,Sequence/match MCQ
NEET27-CHEM-1901,18,Basicity Of Amines,Difficult,Statement-based MCQ
NEET27-CHEM-1902,18,Secondary Amine,Medium,Sequence/match MCQ
NEET27-CHEM-1903,18,Gattermann Reaction,Difficult,Sequence/match MCQ
NEET27-CHEM-1904,18,Primary Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1905,18,Acylation Of Aniline,Easy,Statement-based MCQ
NEET27-CHEM-1906,18,Azo Coupling,Medium,Sequence/match MCQ
NEET27-CHEM-1907,18,Sandmeyer Reaction,Difficult,Statement-based MCQ
NEET27-CHEM-1908,18,Nitrous Acid With Primary Aliphatic Amine,Medium,Statement-based MCQ
NEET27-CHEM-1909,18,Gattermann Reaction,Easy,Reaction/reagent MCQ
NEET27-CHEM-1910,18,Quaternary Ammonium Salt,Difficult,Statement-based MCQ
NEET27-CHEM-1911,18,Benzene Diazonium Chloride,Difficult,Statement-based MCQ
NEET27-CHEM-1912,18,Aniline Bromination,Difficult,Sequence/match MCQ
NEET27-CHEM-1913,18,Tertiary Amine,Medium,Sequence/match MCQ
NEET27-CHEM-1914,18,Secondary Amine,Easy,Direct recall MCQ
NEET27-CHEM-1915,18,Ethylamine Versus Aniline,Easy,Statement-based MCQ
NEET27-CHEM-1916,18,Nitrous Acid With Primary Aromatic Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1917,18,Ammonolysis Of Haloalkane,Difficult,Sequence/match MCQ
NEET27-CHEM-1918,18,Reduction Of Nitro Compound,Difficult,Statement-based MCQ
NEET27-CHEM-1919,18,Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1920,18,Gabriel Synthesis,Difficult,Statement-based MCQ
NEET27-CHEM-1921,18,Azo Coupling,Difficult,Sequence/match MCQ
NEET27-CHEM-1922,18,Nitrous Acid With Primary Aromatic Amine,Easy,Statement-based MCQ
NEET27-CHEM-1923,18,Quaternary Ammonium Salt,Medium,Conceptual/application MCQ
NEET27-CHEM-1924,18,Gabriel Synthesis,Difficult,Sequence/match MCQ
NEET27-CHEM-1925,18,Primary Amine,Medium,Sequence/match MCQ
NEET27-CHEM-1926,18,Ammonolysis Of Haloalkane,Difficult,Sequence/match MCQ
NEET27-CHEM-1927,18,Ethylamine Versus Aniline,Difficult,Statement-based MCQ
NEET27-CHEM-1928,18,Aniline Bromination,Difficult,Statement-based MCQ
NEET27-CHEM-1929,18,Azo Coupling,Easy,Statement-based MCQ
NEET27-CHEM-1930,18,Primary Amine,Difficult,Statement-based MCQ
NEET27-CHEM-1931,18,Hofmann Bromamide Reaction,Easy,Statement-based MCQ
NEET27-CHEM-1932,18,Aniline Basicity,Medium,Conceptual/application MCQ
NEET27-CHEM-1933,18,Reduction Of Nitro Compound,Difficult,Statement-based MCQ
NEET27-CHEM-1934,18,Sandmeyer Reaction,Medium,Statement-based MCQ
NEET27-CHEM-1935,18,Aniline Basicity,Difficult,Sequence/match MCQ
NEET27-CHEM-1936,18,Aniline Basicity,Easy,Statement-based MCQ
NEET27-CHEM-1937,18,Amine,Easy,Statement-based MCQ
NEET27-CHEM-1938,18,Nitrous Acid With Primary Aliphatic Amine,Difficult,Sequence/match MCQ
NEET27-CHEM-1939,18,Nitrous Acid With Primary Aromatic Amine,Difficult,Sequence/match MCQ
NEET27-CHEM-1940,18,Azo Coupling,Easy,Statement-based MCQ
NEET27-CHEM-1941,18,Amide Basicity,Difficult,Statement-based MCQ
NEET27-CHEM-1942,18,Amide Basicity,Medium,Sequence/match MCQ
NEET27-CHEM-1943,18,Amide Basicity,Easy,Direct recall MCQ
NEET27-CHEM-1944,18,Amide Basicity,Easy,Statement-based MCQ
NEET27-CHEM-1945,19,RNA,Easy,Statement-based MCQ
NEET27-CHEM-1946,19,Enzyme,Easy,Statement-based MCQ
NEET27-CHEM-1947,19,Denaturation,Easy,Statement-based MCQ
NEET27-CHEM-1948,19,Monosaccharide,Difficult,Statement-based MCQ
NEET27-CHEM-1949,19,Protein Tertiary Structure,Easy,Statement-based MCQ
NEET27-CHEM-1950,19,Carbohydrate,Difficult,Statement-based MCQ
NEET27-CHEM-1951,19,Sucrose,Easy,Direct recall MCQ
NEET27-CHEM-1952,19,Lactose,Difficult,Statement-based MCQ
NEET27-CHEM-1953,19,Protein Primary Structure,Medium,Sequence/match MCQ
NEET27-CHEM-1954,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-1955,19,Protein Quaternary Structure,Medium,Conceptual/application MCQ
NEET27-CHEM-1956,19,Reducing Sugar,Easy,Statement-based MCQ
NEET27-CHEM-1957,19,Hormones,Easy,Direct recall MCQ
NEET27-CHEM-1958,19,Sucrose,Easy,Statement-based MCQ
NEET27-CHEM-1959,19,Zwitterion,Easy,Statement-based MCQ
NEET27-CHEM-1960,19,Protein Tertiary Structure,Difficult,Sequence/match MCQ
NEET27-CHEM-1961,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-1962,19,Aldose,Medium,Sequence/match MCQ
NEET27-CHEM-1963,19,Protein Quaternary Structure,Easy,Statement-based MCQ
NEET27-CHEM-1964,19,Aldose,Easy,Statement-based MCQ
NEET27-CHEM-1965,19,Carbohydrate,Easy,Direct recall MCQ
NEET27-CHEM-1966,19,RNA,Difficult,Statement-based MCQ
NEET27-CHEM-1967,19,Sucrose,Difficult,Sequence/match MCQ
NEET27-CHEM-1968,19,Monosaccharide,Medium,Sequence/match MCQ
NEET27-CHEM-1969,19,Protein Tertiary Structure,Difficult,Statement-based MCQ
NEET27-CHEM-1970,19,Aldose,Difficult,Sequence/match MCQ
NEET27-CHEM-1971,19,Denaturation,Easy,Direct recall MCQ
NEET27-CHEM-1972,19,Amino Acid,Difficult,Sequence/match MCQ
NEET27-CHEM-1973,19,DNA,Medium,Sequence/match MCQ
NEET27-CHEM-1974,19,Peptide Bond,Easy,Statement-based MCQ
NEET27-CHEM-1975,19,Sucrose,Difficult,Statement-based MCQ
NEET27-CHEM-1976,19,Lactose,Medium,Sequence/match MCQ
NEET27-CHEM-1977,19,Zwitterion,Difficult,Sequence/match MCQ
NEET27-CHEM-1978,19,Hormones,Easy,Direct recall MCQ
NEET27-CHEM-1979,19,Protein Secondary Structure,Easy,Statement-based MCQ
NEET27-CHEM-1980,19,Protein Primary Structure,Difficult,Sequence/match MCQ
NEET27-CHEM-1981,19,Peptide Bond,Medium,Statement-based MCQ
NEET27-CHEM-1982,19,DNA,Easy,Direct recall MCQ
NEET27-CHEM-1983,19,DNA,Difficult,Statement-based MCQ
NEET27-CHEM-1984,19,Protein Secondary Structure,Difficult,Sequence/match MCQ
NEET27-CHEM-1985,19,Denaturation,Difficult,Sequence/match MCQ
NEET27-CHEM-1986,19,Zwitterion,Easy,Direct recall MCQ
NEET27-CHEM-1987,19,Amino Acid,Easy,Statement-based MCQ
NEET27-CHEM-1988,19,Reducing Sugar,Difficult,Sequence/match MCQ
NEET27-CHEM-1989,19,Enzyme,Difficult,Statement-based MCQ
NEET27-CHEM-1990,19,Protein Primary Structure,Medium,Sequence/match MCQ
NEET27-CHEM-1991,19,Protein Tertiary Structure,Medium,Conceptual/application MCQ
NEET27-CHEM-1992,19,Denaturation,Easy,Statement-based MCQ
NEET27-CHEM-1993,19,Reducing Sugar,Difficult,Statement-based MCQ
NEET27-CHEM-1994,19,Denaturation,Medium,Sequence/match MCQ
NEET27-CHEM-1995,19,Protein Secondary Structure,Medium,Sequence/match MCQ
NEET27-CHEM-1996,19,Protein Primary Structure,Medium,Statement-based MCQ
NEET27-CHEM-1997,19,Ketose,Medium,Sequence/match MCQ
NEET27-CHEM-1998,19,Protein Primary Structure,Easy,Statement-based MCQ
NEET27-CHEM-1999,19,Protein Tertiary Structure,Difficult,Statement-based MCQ
NEET27-CHEM-2000,19,Sucrose,Easy,Statement-based MCQ
NEET27-CHEM-2001,19,Protein Primary Structure,Medium,Conceptual/application MCQ
NEET27-CHEM-2002,19,Zwitterion,Easy,Statement-based MCQ
NEET27-CHEM-2003,19,Maltose,Easy,Direct recall MCQ
NEET27-CHEM-2004,19,Ketose,Easy,Statement-based MCQ
NEET27-CHEM-2005,19,Maltose,Easy,Statement-based MCQ
NEET27-CHEM-2006,19,Maltose,Easy,Statement-based MCQ
NEET27-CHEM-2007,19,Peptide Bond,Difficult,Statement-based MCQ
NEET27-CHEM-2008,19,Monosaccharide,Difficult,Statement-based MCQ
NEET27-CHEM-2009,19,Maltose,Medium,Statement-based MCQ
NEET27-CHEM-2010,19,Hormones,Easy,Direct recall MCQ
NEET27-CHEM-2011,19,Protein Tertiary Structure,Medium,Statement-based MCQ
NEET27-CHEM-2012,19,Peptide Bond,Easy,Direct recall MCQ
NEET27-CHEM-2013,19,Amino Acid,Easy,Direct recall MCQ
NEET27-CHEM-2014,19,Enzyme,Medium,Sequence/match MCQ
NEET27-CHEM-2015,19,Maltose,Difficult,Statement-based MCQ
NEET27-CHEM-2016,19,Zwitterion,Difficult,Statement-based MCQ
NEET27-CHEM-2017,19,Monosaccharide,Easy,Direct recall MCQ
NEET27-CHEM-2018,19,Carbohydrate,Difficult,Sequence/match MCQ
NEET27-CHEM-2019,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-2020,19,Reducing Sugar,Easy,Statement-based MCQ
NEET27-CHEM-2021,19,Reducing Sugar,Medium,Sequence/match MCQ
NEET27-CHEM-2022,19,Peptide Bond,Medium,Sequence/match MCQ
NEET27-CHEM-2023,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-2024,19,Protein Quaternary Structure,Difficult,Sequence/match MCQ
NEET27-CHEM-2025,19,Lactose,Easy,Statement-based MCQ
NEET27-CHEM-2026,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-2027,19,Protein Quaternary Structure,Difficult,Statement-based MCQ
NEET27-CHEM-2028,19,Lactose,Difficult,Sequence/match MCQ
NEET27-CHEM-2029,19,DNA,Difficult,Statement-based MCQ
NEET27-CHEM-2030,19,Ketose,Difficult,Sequence/match MCQ
NEET27-CHEM-2031,19,Aldose,Difficult,Statement-based MCQ
NEET27-CHEM-2032,19,Amino Acid,Difficult,Statement-based MCQ
NEET27-CHEM-2033,19,Amino Acid,Difficult,Statement-based MCQ
NEET27-CHEM-2034,19,Ketose,Easy,Direct recall MCQ
NEET27-CHEM-2035,19,Zwitterion,Medium,Sequence/match MCQ
NEET27-CHEM-2036,19,Protein Secondary Structure,Difficult,Statement-based MCQ
NEET27-CHEM-2037,19,Lactose,Easy,Statement-based MCQ
NEET27-CHEM-2038,19,RNA,Medium,Sequence/match MCQ
NEET27-CHEM-2039,19,Peptide Bond,Easy,Statement-based MCQ
NEET27-CHEM-2040,19,Reducing Sugar,Easy,Direct recall MCQ
NEET27-CHEM-2041,19,Amino Acid,Medium,Sequence/match MCQ
NEET27-CHEM-2042,19,Enzyme,Difficult,Statement-based MCQ
NEET27-CHEM-2043,19,Enzyme,Easy,Statement-based MCQ
NEET27-CHEM-2044,19,DNA,Difficult,Sequence/match MCQ
NEET27-CHEM-2045,19,Aldose,Difficult,Statement-based MCQ
NEET27-CHEM-2046,19,Protein Secondary Structure,Easy,Statement-based MCQ
NEET27-CHEM-2047,19,RNA,Difficult,Sequence/match MCQ
NEET27-CHEM-2048,19,RNA,Easy,Statement-based MCQ
NEET27-CHEM-2049,19,Hormones,Easy,Direct recall MCQ
NEET27-CHEM-2050,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-2051,19,Hormones,Easy,Direct recall MCQ
NEET27-CHEM-2052,19,Vitamins,Easy,Direct recall MCQ
NEET27-CHEM-2053,20,Volumetric analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2054,20,Lyophilic Sol,Easy,Practical/laboratory MCQ
NEET27-CHEM-2055,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2056,20,Ceric Ammonium Nitrate Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2057,20,Lyophilic Sol,Easy,Practical/laboratory MCQ
NEET27-CHEM-2058,20,Tollens Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2059,20,Volumetric analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2060,20,Prescribed experiments,Medium,Practical/laboratory MCQ
NEET27-CHEM-2061,20,Lucas Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2062,20,Iodoform Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2063,20,Carbylamine Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2064,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2065,20,"2,4-Dnp Test",Difficult,Practical/laboratory MCQ
NEET27-CHEM-2066,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2067,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2068,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2069,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2070,20,Fehling Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2071,20,Volumetric analysis,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2072,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2073,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2074,20,Lyophilic Sol,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2075,20,Hinsberg Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2076,20,Lyophobic Sol,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2077,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2078,20,Iodoform Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2079,20,Lyophobic Sol,Easy,Practical/laboratory MCQ
NEET27-CHEM-2080,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2081,20,Tollens Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2082,20,Carbylamine Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2083,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2084,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2085,20,Experimental principles,Medium,Practical/laboratory MCQ
NEET27-CHEM-2086,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2087,20,Ceric Ammonium Nitrate Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2088,20,"2,4-Dnp Test",Easy,Practical/laboratory MCQ
NEET27-CHEM-2089,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2090,20,Lucas Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2091,20,Carbylamine Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2092,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2093,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2094,20,Hinsberg Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2095,20,Fehling Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2096,20,Carbylamine Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2097,20,"2,4-Dnp Test",Medium,Practical/laboratory MCQ
NEET27-CHEM-2098,20,Lucas Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2099,20,Lyophilic Sol,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2100,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2101,20,Permanganate titration,Medium,Practical/laboratory MCQ
NEET27-CHEM-2102,20,"2,4-Dnp Test",Easy,Practical/laboratory MCQ
NEET27-CHEM-2103,20,Hinsberg Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2104,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2105,20,Functional-group detection,Easy,Practical/laboratory MCQ
NEET27-CHEM-2106,20,Hinsberg Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2107,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2108,20,Iodoform Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2109,20,Volumetric analysis,Easy,Practical/laboratory MCQ
NEET27-CHEM-2110,20,Fehling Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2111,20,Tollens Test,Medium,Practical/laboratory MCQ
NEET27-CHEM-2112,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2113,20,Tollens Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2114,20,Iodoform Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2115,20,Iodoform Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2116,20,Fehling Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2117,20,"2,4-Dnp Test",Difficult,Practical/laboratory MCQ
NEET27-CHEM-2118,20,Tollens Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2119,20,Tollens Test,Easy,Practical/laboratory MCQ
NEET27-CHEM-2120,20,Iodoform Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2121,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2122,20,"2,4-Dnp Test",Difficult,Practical/laboratory MCQ
NEET27-CHEM-2123,20,Qualitative salt analysis,Medium,Practical/laboratory MCQ
NEET27-CHEM-2124,20,Prescribed preparations,Medium,Practical/laboratory MCQ
NEET27-CHEM-2125,20,Lucas Test,Difficult,Practical/laboratory MCQ
NEET27-CHEM-2126,20,Experimental principles,Medium,Practical/laboratory MCQ
