id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-0499,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,Numerical,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0500,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,moment of a force,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0501,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,moment of a force,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0502,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,Relation with angular acceleration,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-0503,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,Numerical,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0504,XI,Unit 5: Rotational Motion,System of Particles and Rotational Motion,Torque,Units,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0505,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Vector nature of g,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0506,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Relation between g and G,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0507,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Mass of the Earth,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0508,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Independence of the falling body,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0509,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Units of gravitational field,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0510,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Weight on another planet,One-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0511,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Dependence of g on density,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0512,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Dependence of g on mass and radius,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0513,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Small fractional changes in g,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0514,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Dependence of g on density and radius,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0515,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Mass and weight,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0516,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Effect of contraction on weight,One-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0517,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Determining g from free fall,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0518,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Interpreting g as field strength,Statement-based MCQ,Medium,Analysis,C,False,
NEET27-PHY-0519,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Planet with the same surface gravity,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0520,XI,Unit 6: Gravitation,Gravitation,Acceleration due to Gravity,Dependence of g on mass and radius,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0521,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape velocity in terms of density,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0522,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape velocity in terms of g and R,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0523,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Independence of the projected mass,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-0524,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Effect of contraction on escape velocity,One-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0525,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Expression for escape velocity,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0526,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Projection with less than escape speed,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0527,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Comparing two planets,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0528,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape velocity in terms of g and R,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0529,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Energy needed to escape,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0530,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape from a point above the surface,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0531,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Dependence on mass and radius,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0532,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape velocity from the Earth,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0533,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Escape velocity and gravitational potential energy,Statement-based MCQ,Medium,Analysis,A,False,
NEET27-PHY-0534,XI,Unit 6: Gravitation,Gravitation,Escape Velocity,Independence of the direction of projection,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-0535,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Work done against gravity,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0536,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Potential energy of a system,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0537,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Reference level for potential,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0538,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Gravitational potential,One-step numerical MCQ,Easy,Application,B,False,
NEET27-PHY-0539,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Potential at the centre of a solid sphere,One-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0540,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Gravitational potential energy,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0541,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Relation between field and potential,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0542,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Work done against gravity,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0543,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Gravitational field intensity,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0544,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Scalar nature of potential,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-0545,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Field inside a shell,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-0546,XI,Unit 6: Gravitation,Gravitation,Gravitational Field and Potential,Variation of potential with distance,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-0547,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of areas,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0548,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of periods,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0549,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of areas,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-0550,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of orbits,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0551,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of areas,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0552,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of periods,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0553,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of periods,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0554,XI,Unit 6: Gravitation,Gravitation,Kepler's Laws,Law of periods,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0555,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Dimensions of G,Direct MCQ,Medium,Application,C,False,
NEET27-PHY-0556,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Null point of the gravitational field,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0557,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Maximising the gravitational force,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0558,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Universal gravitational constant,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0559,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Numerical application of the law,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0560,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Inverse square dependence,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-0561,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Universal gravitational constant,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0562,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Characteristics of gravitational force,Statement-based MCQ,Easy,Analysis,B,False,
NEET27-PHY-0563,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Gravitational force as centripetal force,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0564,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Newton's third law and gravitation,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0565,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Energy in a two body gravitational problem,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0566,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Characteristics of gravitational force,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-0567,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Percentage change in gravitational force,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0568,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Force between spheres of equal density,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0569,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Superposition of gravitational forces,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0570,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Statement of the law,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0571,XI,Unit 6: Gravitation,Gravitation,Newton's Law of Gravitation,Scaling of the gravitational force,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0572,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Orbital velocity,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0573,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Geostationary satellite,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-0574,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Energy condition for escape,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0575,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Geostationary satellite,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-0576,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Escaping from an orbit,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0577,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Relation between escape and orbital speed,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-0578,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Energy relations for a satellite,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-0579,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Period and orbital radius,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-0580,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Binding energy of a satellite,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-0581,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Independence of satellite mass,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0582,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Variation of orbital speed with radius,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-0583,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Period of a near Earth satellite,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0584,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Period of a satellite,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-0585,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Orbital velocity near the surface,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-0586,XI,Unit 6: Gravitation,Gravitation,Satellites and Orbital Velocity,Energy of a satellite,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-0587,XI,Unit 6: Gravitation,Gravitation,Variation of g,Variation with altitude,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-0588,XI,Unit 6: Gravitation,Gravitation,Variation of g,Depth compared with altitude,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-0589,XI,Unit 6: Gravitation,Gravitation,Variation of g,Variation with altitude,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0590,XI,Unit 6: Gravitation,Gravitation,Variation of g,Variation with altitude,One-step numerical MCQ,Easy,Application,B,False,
NEET27-PHY-0591,XI,Unit 6: Gravitation,Gravitation,Variation of g,Value of g at the centre,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-0592,XI,Unit 6: Gravitation,Gravitation,Variation of g,Depth compared with altitude,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-0593,XI,Unit 6: Gravitation,Gravitation,Variation of g,Graph of g against distance,Graph/data interpretation MCQ,Medium,Analysis,B,False,
NEET27-PHY-0594,XI,Unit 6: Gravitation,Gravitation,Variation of g,Variation with depth,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-0595,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Angle of Contact and Capillarity,Pressure below a curved meniscus,Multi-step numerical MCQ,Difficult,Analysis,B,False,
